Date,Price,Open,High,Low,Volume,Change_Pct
2024-06-10,5105.89,5105.89,5105.89,5105.89,0,-2.51
2024-06-11,5070.02,5070.02,5070.02,5070.02,0,-0.7
2024-06-12,5083.2,5083.2,5083.2,5083.2,0,0.26
2024-06-13,5117.81,5117.81,5117.81,5117.81,0,0.68
2024-06-19,5161.38,5161.38,5161.38,5161.38,0,0.85
2024-06-20,5244.13,5244.13,5244.13,5244.13,0,1.6
2024-06-24,5220.19,5220.19,5220.19,5220.19,0,-0.46
2024-06-25,5241.84,5241.84,5241.84,5241.84,0,0.41
2024-06-26,5302.72,5302.72,5302.72,5302.72,0,1.16
2024-06-27,5355.41,5355.41,5355.41,5355.41,0,0.99
2024-07-02,5340.19,5340.19,5340.19,5340.19,0,-0.28
2024-07-03,5373.84,5373.84,5373.84,5373.84,0,0.63
2024-07-04,5497.56,5497.56,5497.56,5497.56,0,2.3
2024-07-08,5564.63,5564.63,5564.63,5564.63,0,1.22
2024-07-09,5594.65,5594.65,5594.65,5594.65,0,0.54
2024-07-10,5568.45,5568.45,5568.45,5568.45,0,-0.47
2024-07-11,5506.78,5506.78,5506.78,5506.78,0,-1.11
2024-07-15,5484.97,5484.97,5484.97,5484.97,0,-0.4
2024-07-16,5483.14,5483.14,5483.14,5483.14,0,-0.03
2024-07-18,5446.5,5446.5,5446.5,5446.5,0,-0.67
2024-07-24,5350.83,5350.83,5350.83,5350.83,0,-1.76
2024-07-25,5413.65,5413.65,5413.65,5413.65,0,1.17
2024-07-29,5330.24,5330.24,5330.24,5330.24,0,-1.54
2024-07-30,5269.53,5269.53,5269.53,5269.53,0,-1.14
2024-07-31,5280.47,5280.47,5280.47,5280.47,0,0.21
2024-08-01,5333.94,5333.94,5333.94,5333.94,0,1.01
2024-08-06,5426.42,5426.42,5426.42,5426.42,0,1.73
2024-08-07,5618.79,5618.79,5618.79,5618.79,0,3.55
2024-08-08,5924.81,5924.81,5924.81,5924.81,0,5.45
2024-08-12,5932.28,5932.28,5932.28,5932.28,0,0.13
2024-08-13,5867.96,5867.96,5867.96,5867.96,0,-1.08
2024-08-14,5952.77,5952.77,5952.77,5952.77,0,1.45
2024-08-15,5903.84,5903.84,5903.84,5903.84,0,-0.82
2024-08-19,5775.49,5775.49,5775.49,5775.49,0,-2.17
2024-08-20,5715.36,5715.36,5715.36,5715.36,0,-1.04
2024-08-21,5606.96,5606.96,5606.96,5606.96,0,-1.9
2024-08-22,5699.92,5699.92,5699.92,5699.92,0,1.66
2024-08-26,5700.59,5700.59,5700.59,5700.59,0,0.01
2024-08-27,5685.78,5685.78,5685.78,5685.78,0,-0.26
2024-08-28,5756.71,5756.71,5756.71,5756.71,0,1.25
2024-08-29,5804.42,5804.42,5804.42,5804.42,0,0.83
2024-09-02,5803.71,5803.71,5803.71,5803.71,0,-0.01
2024-09-03,5786.52,5786.52,5786.52,5786.52,0,-0.3
2024-09-04,5739.07,5739.07,5739.07,5739.07,0,-0.82
2024-09-05,5728.65,5728.65,5728.65,5728.65,0,-0.18
2024-09-09,5629.54,5629.54,5629.54,5629.54,0,-1.73
2024-09-10,5702.83,5702.83,5702.83,5702.83,0,1.3
2024-09-11,5713.96,5713.96,5713.96,5713.96,0,0.2
2024-09-12,5726.52,5726.52,5726.52,5726.52,0,0.22
2024-09-17,5681.6,5681.6,5681.6,5681.6,0,-0.78
2024-09-18,5694.14,5694.14,5694.14,5694.14,0,0.22
2024-09-19,5735.27,5735.27,5735.27,5735.27,0,0.72
2024-09-23,5760.39,5760.39,5760.39,5760.39,0,0.44
2024-09-24,5777.96,5777.96,5777.96,5777.96,0,0.31
2024-09-25,5736.51,5736.51,5736.51,5736.51,0,-0.72
2024-09-26,5639.13,5639.13,5639.13,5639.13,0,-1.7
2024-09-30,5624.5,5624.5,5624.5,5624.5,0,-0.26
2024-10-01,5586.29,5586.29,5586.29,5586.29,0,-0.68
2024-10-02,5453.99,5453.99,5453.99,5453.99,0,-2.37
2024-10-03,5462.58,5462.58,5462.58,5462.58,0,0.16
2024-10-07,5335.06,5335.06,5335.06,5335.06,0,-2.33
2024-10-08,5323.22,5323.22,5323.22,5323.22,0,-0.22
2024-10-09,5422.06,5422.06,5422.06,5422.06,0,1.86
2024-10-14,5373.54,5373.54,5373.54,5373.54,0,-0.89
2024-10-15,5365.96,5365.96,5365.96,5365.96,0,-0.14
2024-10-16,5316.21,5316.21,5316.21,5316.21,0,-0.93
2024-10-17,5257.98,5257.98,5257.98,5257.98,0,-1.1
2024-10-21,5173.11,5173.11,5173.11,5173.11,0,-1.61
2024-10-22,5241.77,5241.77,5241.77,5241.77,0,1.33
2024-10-23,5169.79,5169.79,5169.79,5169.79,0,-1.37
2024-10-24,5114.6,5114.6,5114.6,5114.6,0,-1.07
2024-10-28,4898.53,4898.53,4898.53,4898.53,0,-4.22
2024-10-29,5017.33,5017.33,5017.33,5017.33,0,2.43
2024-10-30,5164.84,5164.84,5164.84,5164.84,0,2.94
2024-10-31,5199.4,5199.4,5199.4,5199.4,0,0.67
2024-11-04,5252.5,5252.5,5252.5,5252.5,0,1.02
2024-11-05,5365.02,5365.02,5365.02,5365.02,0,2.14
2024-11-06,5347.08,5347.08,5347.08,5347.08,0,-0.33
2024-11-07,5316.33,5316.33,5316.33,5316.33,0,-0.58
2024-11-11,5333.42,5333.42,5333.42,5333.42,0,0.32
2024-11-12,5298.37,5298.37,5298.37,5298.37,0,-0.66
2024-11-13,5316.02,5316.02,5316.02,5316.02,0,0.33
2024-11-14,5355.33,5355.33,5355.33,5355.33,0,0.74
2024-11-18,5300.07,5300.07,5300.07,5300.07,0,-1.03
2024-11-19,5242.66,5242.66,5242.66,5242.66,0,-1.08
2024-11-20,5245.26,5245.26,5245.26,5245.26,0,0.05
2024-11-21,5197.58,5197.58,5197.58,5197.58,0,-0.91
2024-11-25,5136.13,5136.13,5136.13,5136.13,0,-1.18
2024-11-26,5143.13,5143.13,5143.13,5143.13,0,0.14
2024-11-27,5197.94,5197.94,5197.94,5197.94,0,1.07
2024-11-28,5192.59,5192.59,5192.59,5192.59,0,-0.1
2024-12-02,5201.94,5201.94,5201.94,5201.94,0,0.18
2024-12-03,5226.05,5226.05,5226.05,5226.05,0,0.46
2024-12-04,5238.37,5238.37,5238.37,5238.37,0,0.24
2024-12-05,5196.82,5196.82,5196.82,5196.82,0,-0.79
2024-12-09,5166.98,5166.98,5166.98,5166.98,0,-0.57
2024-12-10,5166.83,5166.83,5166.83,5166.83,0,0.0
2024-12-11,5124.5,5124.5,5124.5,5124.5,0,-0.82
2024-12-12,5105.43,5105.43,5105.43,5105.43,0,-0.37
2024-12-17,5224.58,5224.58,5224.58,5224.58,0,2.33
2024-12-18,5208.21,5208.21,5208.21,5208.21,0,-0.31
2024-12-19,5221.57,5221.57,5221.57,5221.57,0,0.26
2024-12-23,5170.79,5170.79,5170.79,5170.79,0,-0.97
2024-12-24,5169.32,5169.32,5169.32,5169.32,0,-0.03
2024-12-26,5184.45,5184.45,5184.45,5184.45,0,0.29
2024-12-30,5216.44,5216.44,5216.44,5216.44,0,0.62
2025-01-01,5218.16,5218.16,5218.16,5218.16,0,0.03
2025-01-02,5199.62,5199.62,5199.62,5199.62,0,-0.36
2025-01-06,5198.84,5198.84,5198.84,5198.84,0,-0.02
2025-01-07,5190.78,5190.78,5190.78,5190.78,0,-0.16
2025-01-08,5185.0,5185.0,5185.0,5185.0,0,-0.11
2025-01-09,5194.43,5194.43,5194.43,5194.43,0,0.18
2025-01-13,5151.88,5151.88,5151.88,5151.88,0,-0.82
2025-01-14,5150.87,5150.87,5150.87,5150.87,0,-0.02
2025-01-15,5142.52,5142.52,5142.52,5142.52,0,-0.16
2025-01-16,5133.92,5133.92,5133.92,5133.92,0,-0.17
2025-01-20,5195.83,5195.83,5195.83,5195.83,0,1.21
2025-01-21,5202.62,5202.62,5202.62,5202.62,0,0.13
2025-01-22,5177.24,5177.24,5177.24,5177.24,0,-0.49
2025-01-23,5166.53,5166.53,5166.53,5166.53,0,-0.21
2025-01-27,5130.06,5132.39,5147.64,5120.46,0,-0.71
2025-01-28,5126.42,5130.06,5148.58,5124.24,0,-0.07
2025-01-29,5112.51,5126.42,5130.01,5110.56,0,-0.27
2025-01-30,5112.9,5112.51,5129.09,5111.86,0,0.01
2025-02-02,5126.15,5112.9,5138.22,5112.9,0,0.26
2025-02-03,5145.84,5126.15,5169.71,5126.15,0,0.38
2025-02-04,5147.34,5145.84,5160.6,5135.52,0,0.03
2025-02-05,5170.06,5147.34,5183.54,5143.86,0,0.44
2025-02-06,5179.18,5170.06,5191.98,5170.06,0,0.18
2025-02-09,5165.88,5179.18,5200.92,5161.27,0,-0.26
2025-02-10,5174.28,5165.88,5184.41,5160.22,0,0.16
2025-02-11,5192.05,5174.28,5205.65,5174.28,0,0.34
2025-02-12,5189.62,5192.05,5208.95,5187.54,0,-0.05
2025-02-13,5201.48,5189.62,5211.69,5189.62,0,0.23
2025-02-16,5198.78,5201.48,5220.2,5198.78,0,-0.05
2025-02-17,5211.53,5198.78,5222.16,5198.78,0,0.25
2025-02-18,5203.2,5211.53,5237.92,5201.59,0,-0.16
2025-02-19,5192.44,5203.2,5216.96,5185.88,0,-0.21
2025-02-20,5200.37,5192.44,5211.73,5182.55,0,0.15
2025-02-23,5224.37,5200.37,5230.33,5200.37,0,0.46
2025-02-24,5234.95,5224.37,5248.03,5223.01,0,0.2
2025-02-25,5267.89,5234.95,5285.18,5234.95,0,0.63
2025-02-26,5253.79,5267.89,5286.49,5253.79,0,-0.27
2025-02-27,5247.3,5253.79,5269.45,5239.01,0,-0.12
2025-03-02,5236.85,5247.3,5266.54,5236.85,0,-0.2
2025-03-03,5220.67,5236.85,5247.86,5220.67,0,-0.31
2025-03-04,5194.11,5220.67,5236.66,5194.11,0,-0.51
2025-03-05,5196.66,5194.11,5213.35,5193.36,0,0.05
2025-03-06,5203.96,5196.66,5231.06,5196.66,0,0.14
2025-03-09,5174.44,5203.96,5212.18,5172.06,0,-0.57
2025-03-10,5190.95,5174.44,5196.75,5167.73,0,0.32
2025-03-11,5199.3,5190.95,5218.02,5190.95,0,0.16
2025-03-12,5216.07,5199.3,5223.5,5199.3,0,0.32
2025-03-13,5225.61,5216.07,5231.75,5216.07,0,0.18
2025-03-16,5221.95,5225.61,5239.7,5219.27,0,-0.07
2025-03-17,5205.44,5221.95,5228.8,5198.23,0,-0.32
2025-03-18,5210.29,5205.44,5229.45,5205.44,0,0.09
2025-03-19,5207.36,5210.29,5229.75,5206.47,0,-0.06
2025-03-20,5201.7,5207.36,5223.61,5201.13,0,-0.11
2025-03-23,5183.36,5201.7,5220.79,5180.08,0,-0.35
2025-03-24,5196.89,5183.36,5221.51,5183.36,0,0.26
2025-03-25,5214.21,5196.89,5226.61,5196.89,0,0.33
2025-03-27,5219.16,5214.21,5229.01,5209.85,0,0.1
2025-04-06,5205.19,5219.16,5219.83,5173.9,0,-0.27
2025-04-07,5196.7,5205.19,5239.23,5196.7,0,-0.16
2025-04-08,5185.83,5199.17,5214.19,5185.83,0,-0.21
2025-04-09,5196.05,5185.83,5220.97,5185.83,0,0.2
2025-04-10,5205.23,5196.05,5232.5,5196.05,0,0.18
2025-04-13,5169.68,5205.23,5218.92,5168.83,0,-0.68
2025-04-15,5132.02,5169.68,5181.59,5125.51,0,-0.73
2025-04-16,5105.69,5132.02,5151.53,5105.46,0,-0.51
2025-04-17,5097.33,5105.69,5131.02,5097.33,0,-0.16
2025-04-20,5074.38,5097.33,5115.85,5073.73,0,-0.45
2025-04-21,5044.85,5074.38,5085.56,5044.85,0,-0.58
2025-04-22,5026.57,5044.85,5057.22,5024.1,0,-0.36
2025-04-23,5022.47,5026.57,5060.61,5020.5,0,-0.08
2025-04-24,4972.6,5022.47,5030.19,4971.94,0,-0.99
2025-04-27,4995.47,4972.6,5014.98,4914.87,0,0.46
2025-04-28,4952.79,4995.47,5011.38,4947.54,0,-0.85
2025-04-29,4935.62,4952.79,4963.62,4931.72,0,-0.35
2025-04-30,4917.92,4935.62,4957.47,4916.42,0,-0.36
2025-05-04,4956.25,4917.92,4969.81,4910.78,0,0.78
2025-05-05,4964.67,4956.25,4985.85,4949.03,0,0.17
2025-05-06,4951.73,4964.67,4991.84,4949.33,0,-0.26
2025-05-07,4802.42,4951.73,4951.73,4802.42,0,-3.02
2025-05-08,4902.28,4802.42,4909.45,4802.42,0,2.08
2025-05-12,4921.56,4902.28,4932.68,4884.09,0,0.39
2025-05-13,4874.58,4921.56,4944.24,4861.94,0,-0.95
2025-05-14,4835.6,4874.58,4883.16,4834.94,0,-0.8
2025-05-15,4781.02,4835.6,4856.52,4779.32,0,-1.13
2025-05-17,4820.47,4781.02,4831.05,4761.5,0,0.83
2025-05-18,4791.09,4820.47,4858.36,4789.65,0,-0.61
2025-05-19,4776.33,4791.09,4812.63,4763.02,0,-0.31
2025-05-20,4795.05,4776.33,4805.9,4767.52,0,0.39
2025-05-21,4801.32,4795.05,4820.92,4795.05,0,0.13
2025-05-22,4785.12,4801.32,4824.97,4785.12,0,-0.34
2025-05-25,4736.34,4746.43,4766.77,4736.31,0,-1.02
2025-05-26,4719.39,4736.34,4758.76,4717.44,0,-0.36
